Muestra	Contig	Start	End	Feature	Conteo	Numero_bases_cubiertas	Longitud_del_gen	Fraccion_cubierta
barcode03_DS_3.8GB	contig_4822	5002	5341	qacG_disinfecting_agents_and_antiseptics	4	339	339	1.0000000
barcode03_DS_3.8GB	contig_4909	5042	6590	Klebsiella pneumoniae KpnH_macrolide_antibiotic;_fluoroquinolone_antibiotic;_aminoglycoside_antibiotic;_carbapenem;_cephalosporin;_penam;_peptide_antibiotic;_penem	8	1548	1548	1.0000000
barcode03_DS_3.8GB	contig_4909	7907	8438	emrR_fluoroquinolone_antibiotic	7	531	531	1.0000000
barcode03_DS_3.8GB	contig_5064	420	2106	tet(Q)_tetracycline_antibiotic	4	1686	1686	1.0000000
barcode03_DS_3.8GB	contig_5280	17010	17955	leuO_nucleoside_antibiotic;_disinfecting_agents_and_antiseptics	10	945	945	1.0000000
barcode03_DS_3.8GB	contig_5608	111	948	APH(6)-Id_aminoglycoside_antibiotic	18	837	837	1.0000000
barcode03_DS_3.8GB	contig_5608	947	1751	APH(3'')-Ib_aminoglycoside_antibiotic	11	804	804	1.0000000
barcode03_DS_3.8GB	contig_5629	1	1390	adeF_fluoroquinolone_antibiotic;_tetracycline_antibiotic	3	1389	1389	1.0000000
barcode03_DS_3.8GB	contig_5629	7181	7511	abeS_macrolide_antibiotic;_aminocoumarin_antibiotic	3	330	330	1.0000000
barcode03_DS_3.8GB	contig_5825	181	547	Klebsiella pneumoniae KpnE_macrolide_antibiotic;_aminoglycoside_antibiotic;_cephalosporin;_tetracycline_antibiotic;_peptide_antibiotic;_rifamycin_antibiotic;_disinfecting_agents_and_antiseptics	4	366	366	1.0000000
barcode03_DS_3.8GB	contig_5889	5672	8801	adeF_fluoroquinolone_antibiotic;_tetracycline_antibiotic	17	3129	3129	1.0000000
barcode03_DS_3.8GB	contig_5896	677	1151	dfrA6_diaminopyrimidine_antibiotic	64	474	474	1.0000000
barcode03_DS_3.8GB	contig_5936	1165	2026	TEM-1_monobactam;_cephalosporin;_penam;_penem	63	861	861	1.0000000
barcode03_DS_3.8GB	contig_5969	12361	12820	AAC(6')-Il_aminoglycoside_antibiotic	357	459	459	1.0000000
barcode03_DS_3.8GB	contig_5969	12893	13757	GES-5_carbapenem;_cephalosporin;_penam	330	864	864	1.0000000
barcode03_DS_3.8GB	contig_5978	3502	4141	CRP_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam	72	639	639	1.0000000
barcode03_DS_3.8GB	contig_6066	395	1871	msrE_macrolide_antibiotic;_streptogramin_antibiotic	49	1476	1476	1.0000000
barcode03_DS_3.8GB	contig_6066	1926	2811	mphE_macrolide_antibiotic	47	885	885	1.0000000
barcode03_DS_3.8GB	contig_6094	18144	19857	ArnT_peptide_antibiotic	14	1713	1713	1.0000000
barcode03_DS_3.8GB	contig_6095	9376	10567	tet(C)_tetracycline_antibiotic	589	1191	1191	1.0000000
barcode03_DS_3.8GB	contig_6131	19	493	dfrA6_diaminopyrimidine_antibiotic	37	474	474	1.0000000
barcode03_DS_3.8GB	contig_6150	888	1794	mphA_macrolide_antibiotic	5	906	906	1.0000000
barcode03_DS_3.8GB	contig_6150	1790	3029	Mrx_macrolide_antibiotic	6	1239	1239	1.0000000
barcode03_DS_3.8GB	contig_625	56	509	arr-3_rifamycin_antibiotic	54	453	453	1.0000000
barcode03_DS_3.8GB	contig_626	50	683	catB3_phenicol_antibiotic	15	633	633	1.0000000
barcode03_DS_3.8GB	contig_6399	8958	9591	CRP_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam	10	633	633	1.0000000
barcode03_DS_3.8GB	contig_6439	18118	19351	Escherichia coli mdfA_tetracycline_antibiotic;_disinfecting_agents_and_antiseptics	7	1233	1233	1.0000000
barcode03_DS_3.8GB	contig_6482	4568	4949	marA_fluoroquinolone_antibiotic;_monobactam;_carbapenem;_cephalosporin;_glycylcycline;_cephamycin;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_penem;_disinfecting_agents_and_antiseptics	8	381	381	1.0000000
barcode03_DS_3.8GB	contig_6489	7180	7375	rsmA_fluoroquinolone_antibiotic;_diaminopyrimidine_antibiotic;_phenicol_antibiotic	12	195	195	1.0000000
barcode03_DS_3.8GB	contig_6523	10603	11341	ErmB_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	7	738	738	1.0000000
barcode03_DS_3.8GB	contig_6584	6536	7568	mdtN_nucleoside_antibiotic;_disinfecting_agents_and_antiseptics	3	1032	1032	1.0000000
barcode03_DS_3.8GB	contig_710	363	822	dfrA6_diaminopyrimidine_antibiotic	141	459	459	1.0000000
barcode03_DS_3.8GB	contig_963	2739	3999	EreB_macrolide_antibiotic	17	1260	1260	1.0000000
barcode03_DS_3.8GB	contig_994	1142	1943	OXA-10_cephalosporin;_penam	187	801	801	1.0000000
barcode04_DS_3.8GB	contig_10021	8078	8843	vanY gene in vanM cluster_glycopeptide_antibiotic	11	765	765	1.0000000
barcode04_DS_3.8GB	contig_10070	4173	4713	emrR_fluoroquinolone_antibiotic	7	540	540	1.0000000
barcode04_DS_3.8GB	contig_10084	1234	1969	LnuH_lincosamide_antibiotic	12	735	735	1.0000000
barcode04_DS_3.8GB	contig_10125	14732	15206	dfrA1_diaminopyrimidine_antibiotic	13	474	474	1.0000000
barcode04_DS_3.8GB	contig_10125	15310	16087	aadA_aminoglycoside_antibiotic	31	777	777	1.0000000
barcode04_DS_3.8GB	contig_10416	9643	10027	vanY gene in vanM cluster_glycopeptide_antibiotic	7	384	384	1.0000000
barcode04_DS_3.8GB	contig_10426	4301	5723	vanW gene in vanG cluster_glycopeptide_antibiotic	5	1422	1422	1.0000000
barcode04_DS_3.8GB	contig_10570	19574	19919	Klebsiella pneumoniae KpnE_macrolide_antibiotic;_aminoglycoside_antibiotic;_cephalosporin;_tetracycline_antibiotic;_peptide_antibiotic;_rifamycin_antibiotic;_disinfecting_agents_and_antiseptics	7	345	345	1.0000000
barcode04_DS_3.8GB	contig_10702	4975	5683	EBR-3_carbapenem;_cephalosporin;_penam	7	708	708	1.0000000
barcode04_DS_3.8GB	contig_10803	9288	10083	OXA-504_penam	12	795	795	1.0000000
barcode04_DS_3.8GB	contig_10893	22962	24336	tet(45)_tetracycline_antibiotic	10	1374	1374	1.0000000
barcode04_DS_3.8GB	contig_10893	24340	26200	tet(36)_tetracycline_antibiotic	20	1860	1860	1.0000000
barcode04_DS_3.8GB	contig_1101	1	511	lnuC_lincosamide_antibiotic	10	510	510	1.0000000
barcode04_DS_3.8GB	contig_1126	128	929	tet(Q)_tetracycline_antibiotic	13	801	801	1.0000000
barcode04_DS_3.8GB	contig_11780	20391	20805	H-NS_macrolide_antibiotic;_fluoroquinolone_antibiotic;_cephalosporin;_cephamycin;_penam;_tetracycline_antibiotic	10	414	414	1.0000000
barcode04_DS_3.8GB	contig_1194	12489	14415	tet(Q)_tetracycline_antibiotic	148	1926	1926	1.0000000
barcode04_DS_3.8GB	contig_12163	4589	5489	CME-2_penam	6	900	900	1.0000000
barcode04_DS_3.8GB	contig_12265	7245	8415	vanY gene in vanG cluster_glycopeptide_antibiotic	4	1170	1170	1.0000000
barcode04_DS_3.8GB	contig_12286	16626	17328	vanY gene in vanB cluster_glycopeptide_antibiotic	11	702	702	1.0000000
barcode04_DS_3.8GB	contig_12433	3574	6049	vanT gene in vanG cluster_glycopeptide_antibiotic	6	2475	2475	1.0000000
barcode04_DS_3.8GB	contig_12461	422	917	lnuC_lincosamide_antibiotic	42	495	495	1.0000000
barcode04_DS_3.8GB	contig_1259	715	1510	APH(3')-IIIa_aminoglycoside_antibiotic	50	795	795	1.0000000
barcode04_DS_3.8GB	contig_1291	13753	15181	fexA_phenicol_antibiotic	21	1428	1428	1.0000000
barcode04_DS_3.8GB	contig_1291	25548	27405	tet(W)_tetracycline_antibiotic	75	1857	1857	1.0000000
barcode04_DS_3.8GB	contig_1294	5099	5594	lnuC_lincosamide_antibiotic	102	495	495	1.0000000
barcode04_DS_3.8GB	contig_13034	87	648	lnuA_lincosamide_antibiotic	15	561	561	1.0000000
barcode04_DS_3.8GB	contig_13059	1894	2425	emrR_fluoroquinolone_antibiotic	11	531	531	1.0000000
barcode04_DS_3.8GB	contig_13165	4591	5374	ANT(9)-Ia_aminoglycoside_antibiotic	17	783	783	1.0000000
barcode04_DS_3.8GB	contig_1318	51019	52117	vanG_glycopeptide_antibiotic	25	1098	1098	1.0000000
barcode04_DS_3.8GB	contig_1318	240393	241275	tet(W)_tetracycline_antibiotic	74	882	882	1.0000000
barcode04_DS_3.8GB	contig_1318	241363	242080	tet(W)_tetracycline_antibiotic	65	717	717	1.0000000
barcode04_DS_3.8GB	contig_1324	4463	5249	APH(3')-IIIa_aminoglycoside_antibiotic	74	786	786	1.0000000
barcode04_DS_3.8GB	contig_13271	29210	29408	rsmA_fluoroquinolone_antibiotic;_diaminopyrimidine_antibiotic;_phenicol_antibiotic	17	198	198	1.0000000
barcode04_DS_3.8GB	contig_1337	7973	8516	SAT-4_nucleoside_antibiotic	75	543	543	1.0000000
barcode04_DS_3.8GB	contig_1337	8608	9403	APH(3')-IIIa_aminoglycoside_antibiotic	123	795	795	1.0000000
barcode04_DS_3.8GB	contig_1337	39088	41008	tet(O)_tetracycline_antibiotic	72	1920	1920	1.0000000
barcode04_DS_3.8GB	contig_1337	41058	42279	tet(40)_tetracycline_antibiotic	114	1221	1221	1.0000000
barcode04_DS_3.8GB	contig_1345	3650	4148	dfrG_diaminopyrimidine_antibiotic	17	498	498	1.0000000
barcode04_DS_3.8GB	contig_13487	2476	4729	vanT gene in vanG cluster_glycopeptide_antibiotic	10	2253	2253	1.0000000
barcode04_DS_3.8GB	contig_1349	4423	5287	aadS_aminoglycoside_antibiotic	40	864	864	1.0000000
barcode04_DS_3.8GB	contig_1349	6529	7330	ErmF_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	43	801	801	1.0000000
barcode04_DS_3.8GB	contig_1358	2672	3476	lnuB_lincosamide_antibiotic	77	804	804	1.0000000
barcode04_DS_3.8GB	contig_1358	3529	5014	lsaE_lincosamide_antibiotic;_streptogramin_antibiotic;_pleuromutilin_antibiotic	71	1485	1485	1.0000000
barcode04_DS_3.8GB	contig_13741	1342	2560	tet(E)_tetracycline_antibiotic	6	1218	1218	1.0000000
barcode04_DS_3.8GB	contig_1390	2899	3895	CfxA6_cephamycin	66	996	996	1.0000000
barcode04_DS_3.8GB	contig_1392	8650	9808	mdtE_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam	17	1158	1158	1.0000000
barcode04_DS_3.8GB	contig_1392	9832	12946	mdtF_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam	11	3114	3114	1.0000000
barcode04_DS_3.8GB	contig_1392	13308	14037	gadW_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam	14	729	729	1.0000000
barcode04_DS_3.8GB	contig_1392	14404	15229	gadX_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam	14	825	825	1.0000000
barcode04_DS_3.8GB	contig_13956	9566	10199	CRP_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam	17	633	633	1.0000000
barcode04_DS_3.8GB	contig_14237	8728	9586	ANT(6)-Ib_aminoglycoside_antibiotic	9	858	858	1.0000000
barcode04_DS_3.8GB	contig_14237	10156	11824	tet(44)_tetracycline_antibiotic	9	1668	1668	1.0000000
barcode04_DS_3.8GB	contig_1433	354	1764	fexB_phenicol_antibiotic	12	1410	1410	1.0000000
barcode04_DS_3.8GB	contig_1448	82297	83455	vanW gene in vanI cluster_glycopeptide_antibiotic	13	1158	1158	1.0000000
barcode04_DS_3.8GB	contig_1448	170155	170656	vanY gene in vanB cluster_glycopeptide_antibiotic	18	501	501	1.0000000
barcode04_DS_3.8GB	contig_147	22175	22649	dfrA14_diaminopyrimidine_antibiotic	14	474	474	1.0000000
barcode04_DS_3.8GB	contig_1480	17925	19002	tet(W)_tetracycline_antibiotic	5	1077	1077	1.0000000
barcode04_DS_3.8GB	contig_14865	11344	11569	vanY gene in vanB cluster_glycopeptide_antibiotic	3	225	225	1.0000000
barcode04_DS_3.8GB	contig_14877	1287	1914	vanW gene in vanI cluster_glycopeptide_antibiotic	11	627	627	1.0000000
barcode04_DS_3.8GB	contig_1499	1895	2906	APH(2'')-IIa_aminoglycoside_antibiotic	28	1011	1011	1.0000000
barcode04_DS_3.8GB	contig_1499	2949	3486	AAC(6')-Im_aminoglycoside_antibiotic	32	537	537	1.0000000
barcode04_DS_3.8GB	contig_1502	4556	5294	ErmB_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	263	738	738	1.0000000
barcode04_DS_3.8GB	contig_1502	5739	7113	tet(45)_tetracycline_antibiotic	260	1374	1374	1.0000000
barcode04_DS_3.8GB	contig_1502	7473	9393	tet(O/W/32/O)_tetracycline_antibiotic	275	1920	1920	1.0000000
barcode04_DS_3.8GB	contig_1502	15538	16276	ErmB_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	230	738	738	1.0000000
barcode04_DS_3.8GB	contig_15121	2647	3511	GES-1_carbapenem;_cephalosporin;_penam	22	864	864	1.0000000
barcode04_DS_3.8GB	contig_1516	898	2818	tet(W/N/W)_tetracycline_antibiotic	54	1920	1920	1.0000000
barcode04_DS_3.8GB	contig_1518	1	1921	tet(W/N/W)_tetracycline_antibiotic	36	1920	1920	1.0000000
barcode04_DS_3.8GB	contig_15239	10606	11593	vanH gene in vanO cluster_glycopeptide_antibiotic	8	987	987	1.0000000
barcode04_DS_3.8GB	contig_1535	78504	80982	vanT gene in vanG cluster_glycopeptide_antibiotic	29	2478	2478	1.0000000
barcode04_DS_3.8GB	contig_1539	17545	18040	lnuC_lincosamide_antibiotic	113	495	495	1.0000000
barcode04_DS_3.8GB	contig_15468	2588	2723	vanY gene in vanM cluster_glycopeptide_antibiotic	11	135	135	1.0000000
barcode04_DS_3.8GB	contig_15548	2921	3659	ErmB_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	27	738	738	1.0000000
barcode04_DS_3.8GB	contig_15718	1976	2390	H-NS_macrolide_antibiotic;_fluoroquinolone_antibiotic;_cephalosporin;_cephamycin;_penam;_tetracycline_antibiotic	10	414	414	1.0000000
barcode04_DS_3.8GB	contig_1594	33260	33761	nimJ_nitroimidazole_antibiotic	8	501	501	1.0000000
barcode04_DS_3.8GB	contig_15989	1831	2797	CfxA2_cephamycin	17	966	966	1.0000000
barcode04_DS_3.8GB	contig_1610	475	2479	vanT gene in vanG cluster_glycopeptide_antibiotic	21	2004	2004	1.0000000
barcode04_DS_3.8GB	contig_16146	1668	1893	vanY gene in vanM cluster_glycopeptide_antibiotic	6	225	225	1.0000000
barcode04_DS_3.8GB	contig_1621	108	903	APH(3')-IIIa_aminoglycoside_antibiotic	86	795	795	1.0000000
barcode04_DS_3.8GB	contig_1636	5923	7243	tet(W)_tetracycline_antibiotic	105	1320	1320	1.0000000
barcode04_DS_3.8GB	contig_1644	17057	17804	vanY gene in vanB cluster_glycopeptide_antibiotic	89	747	747	1.0000000
barcode04_DS_3.8GB	contig_16523	1565	2354	aadA27_aminoglycoside_antibiotic	3	789	789	1.0000000
barcode04_DS_3.8GB	contig_16699	8478	8967	vanY gene in vanB cluster_glycopeptide_antibiotic	3	489	489	1.0000000
barcode04_DS_3.8GB	contig_16728	2337	3420	vanT gene in vanG cluster_glycopeptide_antibiotic	6	1083	1083	1.0000000
barcode04_DS_3.8GB	contig_1677	2	1574	tet(O/W/32/O)_tetracycline_antibiotic	124	1572	1572	1.0000000
barcode04_DS_3.8GB	contig_1677	1934	3338	tet(45)_tetracycline_antibiotic	188	1404	1404	1.0000000
barcode04_DS_3.8GB	contig_1685	708	1761	tet(O)_tetracycline_antibiotic	43	1053	1053	1.0000000
barcode04_DS_3.8GB	contig_1685	1865	2636	tet(O)_tetracycline_antibiotic	49	771	771	1.0000000
barcode04_DS_3.8GB	contig_1692	15244	16040	APH(3')-IIIa_aminoglycoside_antibiotic	71	796	796	1.0000000
barcode04_DS_3.8GB	contig_17142	5456	5642	rsmA_fluoroquinolone_antibiotic;_diaminopyrimidine_antibiotic;_phenicol_antibiotic	17	186	186	1.0000000
barcode04_DS_3.8GB	contig_17160	1241	2012	ANT(4')-Ia_aminoglycoside_antibiotic	15	771	771	1.0000000
barcode04_DS_3.8GB	contig_1745	47517	48012	lnuC_lincosamide_antibiotic	103	495	495	1.0000000
barcode04_DS_3.8GB	contig_17514	3777	5052	poxtA_tetracycline_antibiotic;_oxazolidinone_antibiotic;_phenicol_antibiotic	10	1275	1275	1.0000000
barcode04_DS_3.8GB	contig_17583	38995	40369	cpxA_aminoglycoside_antibiotic;_aminocoumarin_antibiotic	18	1374	1374	1.0000000
barcode04_DS_3.8GB	contig_1762	15341	15809	vanY gene in vanB cluster_glycopeptide_antibiotic	6	468	468	1.0000000
barcode04_DS_3.8GB	contig_17655	3336	4038	vanY gene in vanB cluster_glycopeptide_antibiotic	4	702	702	1.0000000
barcode04_DS_3.8GB	contig_1793	1927	2662	ErmA_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	15	735	735	1.0000000
barcode04_DS_3.8GB	contig_17931	32870	34274	vanY gene in vanF cluster_glycopeptide_antibiotic	5	1404	1404	1.0000000
barcode04_DS_3.8GB	contig_17972	1297	2128	vanY gene in vanG cluster_glycopeptide_antibiotic	4	831	831	1.0000000
barcode04_DS_3.8GB	contig_1800	74301	75174	GOB-10_carbapenem;_cephalosporin;_penam	8	873	873	1.0000000
barcode04_DS_3.8GB	contig_18729	13063	14191	vanT gene in vanG cluster_glycopeptide_antibiotic	5	1128	1128	1.0000000
barcode04_DS_3.8GB	contig_1902	5256	6003	ErmB_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	89	747	747	1.0000000
barcode04_DS_3.8GB	contig_1906	787	1855	tet(O)_tetracycline_antibiotic	51	1068	1068	1.0000000
barcode04_DS_3.8GB	contig_1906	2220	2709	tet(O)_tetracycline_antibiotic	40	489	489	1.0000000
barcode04_DS_3.8GB	contig_19143	137	953	APH(3')-Ia_aminoglycoside_antibiotic	21	816	816	1.0000000
barcode04_DS_3.8GB	contig_19201	473	2393	tet(O)_tetracycline_antibiotic	37	1920	1920	1.0000000
barcode04_DS_3.8GB	contig_19228	1517	2003	lnuA_lincosamide_antibiotic	20	486	486	1.0000000
barcode04_DS_3.8GB	contig_19228	9628	10858	tet(W)_tetracycline_antibiotic	15	1230	1230	1.0000000
barcode04_DS_3.8GB	contig_19262	103	748	QnrD1_fluoroquinolone_antibiotic	70	645	645	1.0000000
barcode04_DS_3.8GB	contig_1952	4547	5042	lnuC_lincosamide_antibiotic	21	495	495	1.0000000
barcode04_DS_3.8GB	contig_19618	240	915	tet(36)_tetracycline_antibiotic	8	675	675	1.0000000
barcode04_DS_3.8GB	contig_19618	859	1894	tet(36)_tetracycline_antibiotic	7	1035	1035	1.0000000
barcode04_DS_3.8GB	contig_1965	160172	162092	tet(W)_tetracycline_antibiotic	82	1920	1920	1.0000000
barcode04_DS_3.8GB	contig_19744	1009	1573	tet(M)_tetracycline_antibiotic	9	564	564	1.0000000
barcode04_DS_3.8GB	contig_19744	1547	2036	tet(M)_tetracycline_antibiotic	14	489	489	1.0000000
barcode04_DS_3.8GB	contig_19771	776	2036	EreB_macrolide_antibiotic	7	1260	1260	1.0000000
barcode04_DS_3.8GB	contig_19844	1870	2356	lnuA_lincosamide_antibiotic	25	486	486	1.0000000
barcode04_DS_3.8GB	contig_19879	27966	29067	vanT gene in vanG cluster_glycopeptide_antibiotic	6	1101	1101	1.0000000
barcode04_DS_3.8GB	contig_20016	3122	4265	vanT gene in vanG cluster_glycopeptide_antibiotic	9	1143	1143	1.0000000
barcode04_DS_3.8GB	contig_20022	6328	7321	vanH gene in vanA cluster_glycopeptide_antibiotic	9	993	993	1.0000000
barcode04_DS_3.8GB	contig_20198	25951	26137	rsmA_fluoroquinolone_antibiotic;_diaminopyrimidine_antibiotic;_phenicol_antibiotic	13	186	186	1.0000000
barcode04_DS_3.8GB	contig_2067	6305	7292	vanH gene in vanO cluster_glycopeptide_antibiotic	8	987	987	1.0000000
barcode04_DS_3.8GB	contig_2077	3051	3879	OXA-253_carbapenem;_penam	11	828	828	1.0000000
barcode04_DS_3.8GB	contig_2095	11464	12595	vanT gene in vanG cluster_glycopeptide_antibiotic	11	1131	1131	1.0000000
barcode04_DS_3.8GB	contig_2124	43354	43609	rsmA_fluoroquinolone_antibiotic;_diaminopyrimidine_antibiotic;_phenicol_antibiotic	108	255	255	1.0000000
barcode04_DS_3.8GB	contig_2334	22506	22836	Klebsiella pneumoniae KpnF_macrolide_antibiotic;_aminoglycoside_antibiotic;_cephalosporin;_tetracycline_antibiotic;_peptide_antibiotic;_rifamycin_antibiotic;_disinfecting_agents_and_antiseptics	9	330	330	1.0000000
barcode04_DS_3.8GB	contig_2334	22822	23188	Klebsiella pneumoniae KpnE_macrolide_antibiotic;_aminoglycoside_antibiotic;_cephalosporin;_tetracycline_antibiotic;_peptide_antibiotic;_rifamycin_antibiotic;_disinfecting_agents_and_antiseptics	8	366	366	1.0000000
barcode04_DS_3.8GB	contig_2388	2665	4141	msrE_macrolide_antibiotic;_streptogramin_antibiotic	22	1476	1476	1.0000000
barcode04_DS_3.8GB	contig_2391	8280	9186	mphA_macrolide_antibiotic	16	906	906	1.0000000
barcode04_DS_3.8GB	contig_2391	9182	10421	Mrx_macrolide_antibiotic	14	1239	1239	1.0000000
barcode04_DS_3.8GB	contig_2391	12640	13138	dfrA21_diaminopyrimidine_antibiotic	11	498	498	1.0000000
barcode04_DS_3.8GB	contig_2397	20212	21400	tet(39)_tetracycline_antibiotic	116	1188	1188	1.0000000
barcode04_DS_3.8GB	contig_2397	31757	32600	OXA-58_carbapenem;_penam	6	843	843	1.0000000
barcode04_DS_3.8GB	contig_2397	34435	35320	mphE_macrolide_antibiotic	46	885	885	1.0000000
barcode04_DS_3.8GB	contig_2397	35375	36851	msrE_macrolide_antibiotic;_streptogramin_antibiotic	42	1476	1476	1.0000000
barcode04_DS_3.8GB	contig_2399	72028	75205	adeF_fluoroquinolone_antibiotic;_tetracycline_antibiotic	25	3177	3177	1.0000000
barcode04_DS_3.8GB	contig_2534	31027	33493	vanT gene in vanG cluster_glycopeptide_antibiotic	14	2466	2466	1.0000000
barcode04_DS_3.8GB	contig_2555	5393	7142	msbA_nitroimidazole_antibiotic	18	1749	1749	1.0000000
barcode04_DS_3.8GB	contig_2556	5476	7225	msbA_nitroimidazole_antibiotic	22	1749	1749	1.0000000
barcode04_DS_3.8GB	contig_26	54282	55107	OXA-644_carbapenem;_penam	97	825	825	1.0000000
barcode04_DS_3.8GB	contig_26	459441	460323	vanW gene in vanG cluster_glycopeptide_antibiotic	91	882	882	1.0000000
barcode04_DS_3.8GB	contig_2690	130261	131143	vanY gene in vanB cluster_glycopeptide_antibiotic	24	882	882	1.0000000
barcode04_DS_3.8GB	contig_2726	46174	46837	AcrS_fluoroquinolone_antibiotic;_cephalosporin;_glycylcycline;_cephamycin;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_disinfecting_agents_and_antiseptics	8	663	663	1.0000000
barcode04_DS_3.8GB	contig_2726	47235	48393	AcrE_fluoroquinolone_antibiotic;_cephalosporin;_cephamycin;_penam	11	1158	1158	1.0000000
barcode04_DS_3.8GB	contig_2774	6351	7536	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin_elfamycin_antibiotic	27	1185	1185	1.0000000
barcode04_DS_3.8GB	contig_2775	10608	11793	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin_elfamycin_antibiotic	18	1185	1185	1.0000000
barcode04_DS_3.8GB	contig_2798	658	1513	ACI-1_cephalosporin;_penam;_penem	26	855	855	1.0000000
barcode04_DS_3.8GB	contig_2880	18804	19299	lnuC_lincosamide_antibiotic	11	495	495	1.0000000
barcode04_DS_3.8GB	contig_2886	11603	12443	vanT gene in vanG cluster_glycopeptide_antibiotic	11	840	840	1.0000000
barcode04_DS_3.8GB	contig_2892	35954	36458	vanY gene in vanB cluster_glycopeptide_antibiotic	18	504	504	1.0000000
barcode04_DS_3.8GB	contig_3005	106284	107379	vanG_glycopeptide_antibiotic	15	1095	1095	1.0000000
barcode04_DS_3.8GB	contig_3005	187603	190573	acrB_fluoroquinolone_antibiotic;_cephalosporin;_glycylcycline;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_disinfecting_agents_and_antiseptics	15	2970	2970	1.0000000
barcode04_DS_3.8GB	contig_3005	190981	191971	Shigella flexneri acrA_fluoroquinolone_antibiotic;_cephalosporin;_glycylcycline;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_disinfecting_agents_and_antiseptics	13	990	990	1.0000000
barcode04_DS_3.8GB	contig_3005	192112	192760	Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime_fluoroquinolone_antibiotic;_cephalosporin;_glycylcycline;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_disinfecting_agents_and_antiseptics	15	648	648	1.0000000
barcode04_DS_3.8GB	contig_3005	405072	405750	kdpE_aminoglycoside_antibiotic	25	678	678	1.0000000
barcode04_DS_3.8GB	contig_3005	568260	569493	Escherichia coli mdfA_tetracycline_antibiotic;_disinfecting_agents_and_antiseptics	13	1233	1233	1.0000000
barcode04_DS_3.8GB	contig_3005	681393	683022	msbA_nitroimidazole_antibiotic	16	1629	1629	1.0000000
barcode04_DS_3.8GB	contig_3012	19688	20612	vanY gene in vanB cluster_glycopeptide_antibiotic	11	924	924	1.0000000
barcode04_DS_3.8GB	contig_302	12	894	KPC-2_monobactam;_carbapenem;_cephalosporin;_penam	10	882	882	1.0000000
barcode04_DS_3.8GB	contig_3072	182719	183133	H-NS_macrolide_antibiotic;_fluoroquinolone_antibiotic;_cephalosporin;_cephamycin;_penam;_tetracycline_antibiotic	13	414	414	1.0000000
barcode04_DS_3.8GB	contig_3072	335008	336217	mdtH_fluoroquinolone_antibiotic	8	1209	1209	1.0000000
barcode04_DS_3.8GB	contig_3303	19106	20498	Escherichia coli UhpT with mutation conferring resistance to fosfomycin_phosphonic_acid_antibiotic	15	1392	1392	1.0000000
barcode04_DS_3.8GB	contig_3369	14771	17936	adeF_fluoroquinolone_antibiotic;_tetracycline_antibiotic	9	3165	3165	1.0000000
barcode04_DS_3.8GB	contig_3487	179851	181618	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics_cephalosporin;_cephamycin;_penam	22	1767	1767	1.0000000
barcode04_DS_3.8GB	contig_3487	187738	188686	leuO_nucleoside_antibiotic;_disinfecting_agents_and_antiseptics	22	948	948	1.0000000
barcode04_DS_3.8GB	contig_3517	33469	35134	msbA_nitroimidazole_antibiotic	11	1665	1665	1.0000000
barcode04_DS_3.8GB	contig_3608	108	1548	AAC(6')-Ie-APH(2'')-Ia bifunctional protein_aminoglycoside_antibiotic	11	1440	1440	1.0000000
barcode04_DS_3.8GB	contig_3757	27649	28165	vanW gene in vanI cluster_glycopeptide_antibiotic	10	516	516	1.0000000
