Sample_file	count_reads_each_specie	Contig_name
barcode74.fastq.gz_11_2024	43	HF992472.1 Mycoplasma sp. CAG:877 genomic scaffold, scf5, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	73	NZ_JACFAK010000010.1 Flaviflexus huanghaiensis strain CICC 10486 Scaffold10_1, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	36	JACJXJ010000001.1 MAG: Prevotellaceae bacterium isolate HK-STAS-BACT-9 HK-STAS-BACT-9_1, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	77	UQNA01000001.1 uncultured Sutterella sp. isolate UMGS439 genome assembly, contig: NODE_43_length_140697_cov_4.288790, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	40	USCV01000001.1 uncultured Clostridium sp. isolate UMGS1594 genome assembly, contig: NODE_43_length_85661_cov_19.319662, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	80	JAHZBS010000001.1 MAG: Clostridiales bacterium isolate HRGM_Genome_2100 HRGM_Genome_2100_1, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	57	QAKK01000012.1 MAG: Oscillospiraceae bacterium isolate CIM:MAG 1170_1 contig_10243, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	60	CAKQVC010000001.1 MAG: uncultured Clostridia bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_D_23_RAJ0016YZ.144 genome assembly, contig: Nepal_MoBio_Fiber-Hadza-Nepal_D_23_RAJ0016YZ__NODE_2003_length_26656_cov_21.507656, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	47	NZ_ALCH01000001.1 Streptococcus infantis SPAR10 GA06201.contig.0, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	107	JAQVKF010000097.1 MAG: Thermoguttaceae bacterium isolate STE_80 NODE_10016_length_14379_cov_3.537398_Sandtown_E, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	60	NZ_JACRSS010000001.1 Guopingia tenuis strain NSJ-63 L27_ctg001, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	70	JAAXZZ010000037.1 MAG: Gammaproteobacteria bacterium isolate AS02xzSISU_62 10141_AS02, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	50	URCJ01000001.1 uncultured Solobacterium sp. isolate UMGS869 genome assembly, contig: NODE_26_length_119219_cov_4.016893, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	23	CAKOLI010000001.1 MAG: uncultured Bacilli bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_G_8_1096.199 genome assembly, contig: Hadza_MoBio_hadza-A-D_G_8_1096__NODE_52_length_281345_cov_167.841880, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	53	QALN01000002.1 MAG: Flavobacteriales bacterium isolate CIM:MAG 32_1 contig_113136, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	26	USGT01000001.1 uncultured Ruminococcaceae bacterium isolate UMGS1703 genome assembly, contig: NODE_11_length_179630_cov_5.482562, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	33	USFG01000001.1 uncultured Tenericutes bacterium isolate UMGS1661 genome assembly, contig: NODE_10_length_191701_cov_9.379778, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	36	QAKL01000109.1 MAG: Clostridiales bacterium isolate CIM:MAG 1201 contig_101219, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	40	MNRQ01000020.1 MAG: Clostridium sp. 27_14 Ley3_66761_scaffold_1004, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	57	NZ_KE150450.1 Actinomyces sp. HPA0247 acAqT-supercont1.1, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	40	NZ_LT699729.1 Collinsella bouchesdurhonensis strain Marseille-P3296, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	57	JAHZIE010000001.1 MAG: Clostridiales bacterium isolate HRGM_Genome_3390 HRGM_Genome_3390_1, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	26	CAAGEE010000001.1 MAG TPA_asm: Bacilli bacterium, isolate HGM10852, WGS project CAAGEE010000000 data, contig: SRS476155_44_k119_4213, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	16	CAMBSM010000001.1 MAG: uncultured Lactobacillus sp. isolate ERR1855554_bin.9_metaWRAP_v1.3_MAG genome assembly, contig: ERZ9514760.227, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	47	URPU01000001.1 uncultured Clostridiales bacterium isolate UMGS1230 genome assembly, contig: NODE_144_length_59106_cov_10.701902, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	23	USLC01000001.1 uncultured Clostridiales bacterium isolate UMGS1820 genome assembly, contig: NODE_722_length_30828_cov_2.740779, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	47	FR901528.1 Coraliomargarita sp. CAG:312 genomic scaffold, scf1, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	16	CAAHEM010000001.1 MAG TPA_asm: Bacilli bacterium, isolate HGM10770, WGS project CAAHEM010000000 data, contig: SRS820623_34_k75_102815, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	36	CALXMX010000001.1 MAG: uncultured Opitutales bacterium isolate E08__bin216 genome assembly, contig: E08__k127_6126964, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	43	NC_020812.1 Micavibrio aeruginosavorus EPB, complete sequence
barcode74.fastq.gz_11_2024	60	CALJLX010000001.1 MAG TPA_asm: uncultured Desulfuromonas sp. isolate SRR6007446_bin.72_CONCOCT_v1.1_MAG genome assembly, contig: ERZ724100.7605, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	23	DHPN01000019.1 MAG TPA_asm: Atopobiaceae bacterium UBA5363 UBA5363_contig_10472, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	36	CAKSQK010000001.1 MAG: uncultured Niabella sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_J_17_RAJ1013YZ.150 genome assembly, contig: Nepal_MoBio_Fiber-Hadza-Nepal_J_17_RAJ1013YZ__NODE_12_length_560793_cov_11.436670, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	20	HF993299.1 Firmicutes bacterium CAG:884 genomic scaffold, scf2, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	33	CABQLY010000001.1 MAG TPA_asm: uncultured Ruminococcaceae bacterium isolate MGYG-HGUT-00704 genome assembly, contig: GUT_GENOME024564_1, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	73	NZ_JABUXO010000004.1 Bacillus rugosus strain SPB7 NODE_10_length_206596_cov_76.220813, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	53	NZ_CP077107.1 Methanospirillum hungatei strain GP1 chromosome, complete genome
barcode74.fastq.gz_11_2024	57	NZ_JAPPRG010000001.1 Novosphingobium sp. SL115 contig_11, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	26	NZ_JAAXPN010000001.1 Periweissella fabalis strain CCUG 61472 SS2011_1, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	60	NOUX01000001.1 Sphingobacterium cellulitidis strain R-53603 1, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	40	NZ_JAHLPV010000001.1 Acetivibrio sp. MSJd-27 L-6_ctg001, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	33	CACXHB010000001.1 MAG: uncultured Clostridiales bacterium isolate RUG11247 genome assembly, contig: RUG11247_asm_1, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	20	FR895455.1 Eggerthella sp. CAG:368 genomic scaffold, scf6, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	40	AP018040.2 Petrimonas sp. IBARAKI DNA, complete genome
barcode74.fastq.gz_11_2024	53	MOYA01000001.1 MAG: Candidatus Obscuribacter phosphatis isolate EBPR_351 scaffold1, whole genome shotgun sequence
barcode74.fastq.gz_11_2024	50	NZ_JH379027.1 Hungatella hathewayi WAL-18680 supercont1.1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	258089	LM994621.1 bacterium OL-1 genome assembly Jeddahella massiliensis, scaffold scaffold00004, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	167953	CAKPXP010000001.1 MAG: uncultured Selenomonas sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_F_13_RAU1011YZ.13 genome assembly, contig: Nepal_MoBio_Fiber-Hadza-Nepal_F_13_RAU1011YZ__NODE_8_length_440940_cov_7.059288, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	172812	NZ_KB908379.1 Selenomonas bovis DSM 23594 F599DRAFT_scaffold00001.1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	95935	NC_012781.1 Agathobacter rectalis ATCC 33656, complete sequence
barcode73.fastq.gz_11_2024	37260	NZ_JGZT01000001.1 Bifidobacterium thermacidophilum subsp. thermacidophilum strain LMG 21395 Contig1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	33445	NZ_GG697146.2 Mitsuokella multacida DSM 20544 Scfld8, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	40052	NZ_JAOQJW010000001.1 Dorea amylophila strain H5_25 .14207_7_37.1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	29563	NZ_DS996879.1 Holdemanella biformis DSM 3989 Scfld141, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	52124	NZ_CP102267.1 Blautia wexlerae DSM 19850 chromosome, complete genome
barcode73.fastq.gz_11_2024	20418	JAGPJJ010000053.1 MAG: Prevotella sp. isolate Gw_UH_bin_4 Gw_UH_10313_length_10767_cov_18.290132, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	25884	CADABC010000001.1 MAG: uncultured Lachnospiraceae bacterium isolate RUG13138 genome assembly, contig: RUG13138_asm_1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	17335	DMYZ01000273.1 MAG TPA_asm: Prevotella sp. isolate UBA11202 contig_10138, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	14972	NZ_FOPI01000055.1 Ligilactobacillus ruminis DSM 20403 = NBRC 102161 strain DSM 20403, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	36726	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome
barcode73.fastq.gz_11_2024	17453	OMVT01000087.1 uncultured Olsenella sp. isolate RUG014 genome assembly, contig: scaffold_44338, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	14102	NZ_CP060694.1 Aliarcobacter cryaerophilus strain 16CS1292-4 chromosome, complete genome
barcode73.fastq.gz_11_2024	20423	NZ_MKQS01000001.1 Acinetobacter towneri strain 5-2Ac02 Scaffold1.1_new, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	22030	BBDW01000001.1 [Ruminococcus] faecis JCM 15917 DNA, contig: JCM15917.contig00001, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	12210	CAAFEX010000001.1 MAG TPA_asm: uncultured Collinsella sp., isolate HGM04134, WGS project CAAFEX010000000 data, contig: SRS1170693_53_k141_1798, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	27617	NZ_VFPV01000001.1 Acidovorax temperans strain DSM 7270 Ga0242573_11, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	12301	NC_008618.1 Bifidobacterium adolescentis ATCC 15703, complete sequence
barcode73.fastq.gz_11_2024	17656	NZ_WKRD01000010.1 Lachnospira eligens strain BIOML-A1 scaffold10_size99411, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	10586	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence
barcode73.fastq.gz_11_2024	12976	NZ_JACOPS010000001.1 Ruminococcus intestinalis strain NSJ-71 M23_ctg001, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	16671	NZ_CP102279.1 Dorea formicigenerans strain ATCC 27755 chromosome, complete genome
barcode73.fastq.gz_11_2024	12501	NZ_NNBY01000001.1 Ruminococcus bromii strain 5AMG contig000001, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	17605	NZ_JACOPE010000001.1 Ruminococcus hominis strain NSJ-13 1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	13051	NZ_CP048627.1 Megamonas funiformis strain JCM 14723 chromosome, complete genome
barcode73.fastq.gz_11_2024	12903	NZ_APHY01000001.1 Megasphaera sp. NM10 Contig01, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	10591	FR879452.1 Dialister sp. CAG:486 genomic scaffold, scf10, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	13463	NZ_CP118962.1 Enterococcus faecalis strain DSM 20478 chromosome, complete genome
barcode73.fastq.gz_11_2024	8513	NZ_CAUEQY010000001.1 MAG: uncultured Bifidobacterium sp. isolate ERR10149223_bin.5_MetaWRAP_v1.3_MAG ERZ19076452.18, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	8929	NZ_UQKJ01000001.1 Uncultured Dialister sp. isolate UMGS370, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	10036	NZ_JANFYN010000001.1 Holdemanella sp. MSK.7.32 KGGEEPME_1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	12217	NZ_KB849660.1 Acinetobacter towneri DSM 14962 = CIP 107472 acMad-supercont1.1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	8428	CAAFGG010000001.1 MAG TPA_asm: uncultured Collinsella sp., isolate HGM04203, WGS project CAAFGG010000000 data, contig: SRS1170850_15_k141_614, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	8292	CALHWI010000001.1 MAG TPA_asm: uncultured Solobacterium sp. isolate ERR525737_bin.15_CONCOCT_v1.1_MAG genome assembly, contig: ERZ1741852.1503, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	7992	JAIIJA010000126.1 MAG: Dialister sp. isolate Map_127_009 contig_100_1006, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	12956	CP107199.1 MAG: Lachnospiraceae bacterium isolate KR001_HIC_0035 chromosome, complete genome
barcode73.fastq.gz_11_2024	6721	CABSDO010000001.1 MAG TPA_asm: uncultured Collinsella sp. isolate MGYG-HGUT-02198 genome assembly, contig: GUT_GENOME137467_1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	10768	JAJEPY010000100.1 Oscillospiraceae bacterium CLA-AA-H269 NODE_100_length_8506_cov_27.135485, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	10691	NZ_CVRR01000001.1 Roseburia faecis strain M72, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	12828	NZ_ACFY01000179.1 Roseburia inulinivorans DSM 16841 R_inulinivorans-1.0.1_Cont604.1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	5973	CAAFGI010000001.1 MAG TPA_asm: uncultured Collinsella sp., isolate HGM04233, WGS project CAAFGI010000000 data, contig: SRS1170839_28_k141_709, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	6448	UQWV01000001.1 uncultured Collinsella sp. isolate UMGS716 genome assembly, contig: NODE_120_length_98968_cov_4.764458, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	6985	NZ_QLTS01000001.1 Phascolarctobacterium faecium DSM 14760 Ga0215641_101, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	8783	NZ_CP102280.1 Dorea longicatena strain DSM 13814 chromosome, complete genome
barcode73.fastq.gz_11_2024	11262	NZ_QWGL01000001.1 Clostridium sp. AM34-11AC AM34-11AC.Scaf1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	5725	FR878548.1 Collinsella sp. CAG:166 genomic scaffold, scf5, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	6403	SFEL01000007.1 MAG: Clostridiales bacterium isolate W0P31.004 Contig100, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	9520	NZ_FUYF01000092.1 Gemmiger formicilis strain ATCC 27749, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	5218	URAD01000001.1 uncultured Collinsella sp. isolate UMGS806 genome assembly, contig: NODE_5_length_128693_cov_19.225027, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	6243	HF987897.1 Succinatimonas sp. CAG:777 genomic scaffold, scf1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	9893	NZ_KB849228.1 Acinetobacter johnsonii CIP 64.6 acLZl-supercont1.1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	6571	CAAFQR010000001.1 MAG TPA_asm: Veillonellaceae bacterium, isolate HGM14191, WGS project CAAFQR010000000 data, contig: SRS294823_8_k89_25, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	6944	NC_010655.1 Akkermansia muciniphila ATCC BAA-835, complete sequence
barcode73.fastq.gz_11_2024	7774	NZ_PXUP01000075.1 Faecalibacterium prausnitzii strain ATCC 27768 NODE_100_length_572_cov_365.695, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	7589	NZ_JAJEQG010000010.1 Faecalibacterium longum CLA-AA-H243 NODE_10_length_77401_cov_21.251280, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	3010	JAGOHQ010000025.1 MAG: Aliarcobacter sp. isolate Gw_Bodden_bin_71 Gw_Bodden_10208_length_9663_cov_20.937605, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	4738	FR889110.1 Eubacterium sp. CAG:251 genomic scaffold, scf3, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	5982	NZ_SBIK01000001.1 Tepidiphilus succinatimandens strain DSM 15512 Scaffold1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	6946	NZ_PRLC01000010.1 Faecalibacterium hattorii strain APC922/41-1 NODE_10_length_123395_cov_675.917, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	5754	NZ_JACRWH010000001.1 Holdemanella hominis strain L34 G9_D3_34_ctg0001, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	7510	NZ_CP094466.1 Faecalibacterium sp. I4-3-84 chromosome, complete genome
barcode73.fastq.gz_11_2024	8458	NZ_VZBE01000073.1 Segatella copri strain iAP1412 NODE_10_length_90835_cov_37.9181_ID_19, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	4388	NZ_CAUFQQ010000001.1 MAG: uncultured Bifidobacterium sp. isolate ERR10149229_bin.50_MetaWRAP_v1.3_MAG ERZ19081522.17, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	6491	NZ_CP094468.1 Faecalibacterium sp. I3-3-89 chromosome, complete genome
barcode73.fastq.gz_11_2024	5802	SAUS01000023.1 MAG: Candidatus Cibiobacter qucibialis isolate SGB15286A NODE_1001_length_34658_cov_24.6781, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	5166	NZ_CAUDZA010000001.1 MAG: Phascolarctobacterium succinatutens isolate SRR22541659_bin.19_MetaWRAP_v1.3_MAG ERZ18684452.2, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	6428	CP107211.1 MAG: Oscillospiraceae bacterium isolate KR001_HAM_0066 chromosome, complete genome
barcode73.fastq.gz_11_2024	8101	NZ_JAQEGR010000001.1 Fusicatenibacter saccharivorans strain AM67-22ACA AM67-22ACA.Scaf1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	5536	NZ_DHOX01000049.1 MAG: Prevotella sp. UBA5379 UBA5379_contig_10115, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	2974	HF992472.1 Mycoplasma sp. CAG:877 genomic scaffold, scf5, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	6448	CP107210.1 MAG: Oscillospiraceae bacterium isolate KR001_HAM_0071 chromosome, complete genome
barcode73.fastq.gz_11_2024	6102	NZ_CP065377.1 Faecalibacterium prausnitzii strain Fp77 chromosome, complete genome
barcode73.fastq.gz_11_2024	6057	JAKVJW010000001.1 MAG: Prevotella sp. isolate UW_MP_PREV4_1 Ga0455794_000017, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	7526	NZ_SDKC01000001.1 Blautia faecicola strain KGMB01111 KGMB01111_contig00001, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	7328	NZ_CP102265.1 Blautia obeum ATCC 29174 chromosome, complete genome
barcode73.fastq.gz_11_2024	4072	HE613569.1 Streptococcus macedonicus ACA-DC 198 main chromosome complete genome
barcode73.fastq.gz_11_2024	3005	FR881491.1 Firmicutes bacterium CAG:176 genomic scaffold, scf4, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	3096	DQFO01000015.1 MAG TPA_asm: Clostridiales bacterium isolate UBA10678 contig_10386, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	2367	FR902114.1 Clostridium sp. CAG:914 genomic scaffold, scf1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	3144	NZ_AZCR01000001.1 Lactobacillus delbrueckii subsp. delbrueckii DSM 20074 = JCM 1012 strain DSM 20074 Scaffold1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	4015	NZ_ACEP01000175.1 Anaerobutyricum hallii DSM 3353 E_hallii-1.0_Cont496.1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	2701	URLO01000001.1 uncultured Clostridiales bacterium isolate UMGS1113 genome assembly, contig: NODE_23_length_207147_cov_7.018216, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	4788	NZ_QTWS01000001.1 Blautia sp. AF19-10LB AF19-10LB.Scaf1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	3062	NZ_PYLQ01000001.1 Faecalibacillus intestinalis strain SNUG30099 scaffold_0, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	3799	NZ_CP043051.1 [Ruminococcus] gnavus ATCC 29149 strain JCM6515 chromosome, complete genome
barcode73.fastq.gz_11_2024	1989	HF993111.1 Eubacterium sp. CAG:180 genomic scaffold, scf4, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	2194	JALCNL010000001.1 MAG: Megasphaera sp. isolate UW_MP_MEG2_1 Ga0455786_00149, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	3406	NZ_PYLO01000001.1 Clostridium fessum strain SNUG30386 scaffold_0, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	3940	NZ_JAOQJH010000001.1 Anthropogastromicrobium aceti strain H6_35 .14207_7_90.1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	2646	NZ_CP118955.1 Enterococcus faecium strain DSM 20477 chromosome, complete genome
barcode73.fastq.gz_11_2024	2753	FONU01000049.1 Lactobacillus rogosae strain ATCC 27753 genome assembly, contig: Ga0052885_scaffold00047.47, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	3005	NZ_VFPS01000001.1 Microbacterium lacticum strain DSM 20427 Ga0264346_11, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	1782	URGQ01000001.1 uncultured Ruminococcaceae bacterium isolate UMGS979 genome assembly, contig: NODE_18_length_240798_cov_12.809652, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	2737	MSGS01000001.1 MAG: Christensenellaceae bacterium Phil1 707_L1_merged_contig_10261, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	2296	NZ_AP019697.1 Dialister hominis strain 5BBH33 chromosome, complete genome
barcode73.fastq.gz_11_2024	1025	CAKOQV010000001.1 MAG: uncultured Bacilli bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_F_7_RAU0027AZ.196 genome assembly, contig: Nepal_MoBio_Fiber-Hadza-Nepal_F_7_RAU0027AZ__NODE_308_length_166827_cov_6.318921, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	2842	NZ_PRLD01000040.1 Faecalibacterium prausnitzii strain APC923/51-1 NODE_109_length_3421_cov_1544.05, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	2028	JAGPMW010000024.1 MAG: Selenomonas sp. isolate Gw_UH_bin_41 Gw_UH_1000_length_31867_cov_8.188847, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	1516	JAGPMH010000083.1 MAG: Negativicutes bacterium isolate Gw_SlPrim_bin_82 Gw_SlPrim_100069_length_3026_cov_10.174543, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	2551	NZ_CP094473.1 Faecalibacterium sp. HTF-F chromosome, complete genome
barcode73.fastq.gz_11_2024	3092	NZ_CP102277.1 Coprococcus comes ATCC 27758 chromosome, complete genome
barcode73.fastq.gz_11_2024	2692	NZ_JACOPD010000001.1 Lachnospira hominis strain NSJ-43 M7_ctg0001, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	2667	NZ_FNHQ01000075.1 Megasphaera paucivorans strain DSM 16981, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	1698	JAHZFO010000001.1 MAG: Clostridiales bacterium isolate HRGM_Genome_2936 HRGM_Genome_2936_1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	2435	NZ_JAHLPT010000001.1 Oscillibacter sp. MSJ-31 M31_ctg0001, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	3633	QSCI01000001.1 Segatella copri strain OF03-3 OF03-3.Scaf1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	950	URQZ01000001.1 uncultured Tenericutes bacterium isolate UMGS1271 genome assembly, contig: NODE_3_length_174332_cov_8.884276, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	2112	CAJMNO010000001.1 TPA_asm: uncultured bacterium isolate ERR1430407-bin.8 genome assembly, contig: NODE_31_length_201654_cov_105.635534, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	2032	NZ_AP012330.1 Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505 strain JCM 1200 chromosome, complete genome
barcode73.fastq.gz_11_2024	2003	NZ_CP015283.1 Streptococcus salivarius strain ATCC 25975 chromosome, complete genome
barcode73.fastq.gz_11_2024	1787	CAAFRM010000001.1 MAG TPA_asm: uncultured Prevotella sp., isolate HGM04955, WGS project CAAFRM010000000 data, contig: SRS294916_12_k89_47, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	2173	NZ_QSTA01000001.1 Eubacterium sp. OM08-24 OM08-24.Scaf1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	2412	NZ_JAOQKI010000001.1 Roseburia amylophila strain Sanger_19 .13414_6_70.1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	1962	NZ_LT635840.1 Duodenibacillus massiliensis strain Marseille-P2968T, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	2353	NZ_JAJEQC010000010.1 Hominenteromicrobium mulieris strain CLA-AA-H250 NODE_10_length_110526_cov_27.319767, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	2423	JAKVOG010000001.1 MAG: Selenomonas sp. isolate UW_MP_SELEN1_1 Ga0455831_010, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	3219	NMPZ01000001.1 Segatella copri strain Indica contig00001, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	2883	NZ_WWVR01000068.1 Blautia sp. BIOML-A1 scaffold101_size5537, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	2221	NZ_JH815513.1 Sutterella wadsworthensis 2_1_59BFAA supercont1.1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	3076	NZ_JAOQJY010000001.1 Gallintestinimicrobium propionicum strain Sanger_16 .14207_7_45.1, whole genome shotgun sequence
barcode73.fastq.gz_11_2024	2605	NZ_VUMS01000001.1 Oliverpabstia intestinalis strain BSM-380-WT-5A seq1, whole genome shotgun sequence
