Muestra	Chromosome	Start	End	Feature	Conteo	Numero_bases_cubiertas	Longitud_del_gen	Fraccion_cubierta	Pathogen
barcode03_6Gb	contig_3033	19452	19866	H-NS_macrolide_antibiotic;_fluoroquinolone_antibiotic;_cephalosporin;_cephamycin;_penam;_tetracycline_antibiotic	24	414	414	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_3033	169832	171041	mdtH_fluoroquinolone_antibiotic	25	1209	1209	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_3033	179671	180898	mdtG_phosphonic_acid_antibiotic	28	1227	1227	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_3042	128034	129783	msbA_nitroimidazole_antibiotic	28	1749	1749	1.0	Unknown taxonomy (chromosome)
barcode03_6Gb	contig_3080	31280	32795	aadT_macrolide_antibiotic;_tetracycline_antibiotic;_disinfecting_agents_and_antiseptics	21	1515	1515	1.0	
barcode03_6Gb	contig_3146	9133	9790	QnrVC1_fluoroquinolone_antibiotic	30	657	657	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_3146	9948	10422	dfrA6_diaminopyrimidine_antibiotic	26	474	474	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_3222	60947	62132	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin_elfamycin_antibiotic	22	1185	1185	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_3262	28783	29368	vanY gene in vanB cluster_glycopeptide_antibiotic	5	585	585	1.0	
barcode03_6Gb	contig_3303	6470	6929	AAC(6')-Il_aminoglycoside_antibiotic	15	459	459	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_3311	27009	28464	adeK_macrolide_antibiotic;_fluoroquinolone_antibiotic;_lincosamide_antibiotic;_carbapenem;_cephalosporin;_tetracycline_antibiotic;_rifamycin_antibiotic;_diaminopyrimidine_antibiotic;_phenicol_antibiotic;_penem	49	1455	1455	1.0	Acinetobacter baumannii (chromosome or plasmid)
barcode03_6Gb	contig_3311	28463	31640	adeJ_macrolide_antibiotic;_fluoroquinolone_antibiotic;_lincosamide_antibiotic;_carbapenem;_cephalosporin;_tetracycline_antibiotic;_rifamycin_antibiotic;_diaminopyrimidine_antibiotic;_phenicol_antibiotic;_penem	41	3177	3177	1.0	Acinetobacter baumannii (chromosome or plasmid)
barcode03_6Gb	contig_3311	31652	32903	adeI_macrolide_antibiotic;_fluoroquinolone_antibiotic;_lincosamide_antibiotic;_carbapenem;_cephalosporin;_tetracycline_antibiotic;_rifamycin_antibiotic;_diaminopyrimidine_antibiotic;_phenicol_antibiotic;_penem	41	1251	1251	1.0	Acinetobacter baumannii (chromosome or plasmid)
barcode03_6Gb	contig_3369	2630	3491	SHV-5_carbapenem;_cephalosporin;_penam	17	861	861	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_3372	17365	18202	APH(6)-Id_aminoglycoside_antibiotic	25	837	837	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_3372	18201	19005	APH(3'')-Ib_aminoglycoside_antibiotic	17	804	804	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_3394	9964	10744	APH(3')-VIa_aminoglycoside_antibiotic	46	780	780	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_3398	2157	3021	GES-5_carbapenem;_cephalosporin;_penam	7	864	864	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_3403	25899	26232	qacE_disinfecting_agents_and_antiseptics	21	333	333	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_3404	103	439	qacL_disinfecting_agents_and_antiseptics	7	336	336	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_349	58870	59752	vanW gene in vanG cluster_glycopeptide_antibiotic	467	882	882	1.0	Acinetobacter johnsonii (chromosome)
barcode03_6Gb	contig_3503	137037	140151	acrD_aminoglycoside_antibiotic	34	3114	3114	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_3503	237740	241334	evgS_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam;_tetracycline_antibiotic	18	3594	3594	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_3503	241338	241953	evgA_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam;_tetracycline_antibiotic	18	615	615	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_3503	242476	243532	emrK_tetracycline_antibiotic	16	1056	1056	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_3503	243531	245070	emrY_tetracycline_antibiotic	20	1539	1539	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_3534	55778	56153	ramA_fluoroquinolone_antibiotic;_monobactam;_carbapenem;_cephalosporin;_glycylcycline;_cephamycin;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_penem;_disinfecting_agents_and_antiseptics	10	375	375	1.0	Enterobacter kobei (no genomic info)
barcode03_6Gb	contig_3637	140159	143315	adeF_fluoroquinolone_antibiotic;_tetracycline_antibiotic	16	3156	3156	1.0	
barcode03_6Gb	contig_370	4306	5149	OXA-58_carbapenem;_penam	6	843	843	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_3768	106304	106493	rsmA_fluoroquinolone_antibiotic;_diaminopyrimidine_antibiotic;_phenicol_antibiotic	91	189	189	1.0	
barcode03_6Gb	contig_3888	26670	27534	GES-5_carbapenem;_cephalosporin;_penam	14	864	864	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_3888	28263	29094	OXA-2_carbapenem;_cephalosporin;_penam	19	831	831	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_393	75684	76050	qacG_disinfecting_agents_and_antiseptics	245	366	366	1.0	Acinetobacter johnsonii (chromosome)
barcode03_6Gb	contig_3974	129162	130395	Escherichia coli mdfA_tetracycline_antibiotic;_disinfecting_agents_and_antiseptics	12	1233	1233	1.0	
barcode03_6Gb	contig_4006	7981	11146	adeF_fluoroquinolone_antibiotic;_tetracycline_antibiotic	32	3165	3165	1.0	Acinetobacter (chromosome or plasmid)
barcode03_6Gb	contig_4011	72463	72661	rsmA_fluoroquinolone_antibiotic;_diaminopyrimidine_antibiotic;_phenicol_antibiotic	10	198	198	1.0	
barcode03_6Gb	contig_4016	552621	554616	lmrD_lincosamide_antibiotic	12	1995	1995	1.0	
barcode03_6Gb	contig_4138	4546	5383	APH(6)-Id_aminoglycoside_antibiotic	62	837	837	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4138	5382	6186	APH(3'')-Ib_aminoglycoside_antibiotic	75	804	804	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4197	11558	12464	mphA_macrolide_antibiotic	54	906	906	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4198	11073	11934	SHV-12_carbapenem;_cephalosporin;_penam	9	861	861	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4198	14235	15015	aadA_aminoglycoside_antibiotic	11	780	780	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4199	346	1207	AAC(3)-IIe_aminoglycoside_antibiotic	5	861	861	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4199	1694	2339	QnrB19_fluoroquinolone_antibiotic	12	645	645	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4206	114155	114629	dfrA6_diaminopyrimidine_antibiotic	17	474	474	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4209	7	505	dfrA12_diaminopyrimidine_antibiotic	1	425	498	0.8534136	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4210	1746	2514	APH(3')-VIa_aminoglycoside_antibiotic	29	768	768	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4210	10617	11481	GES-1_carbapenem;_cephalosporin;_penam	46	864	864	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4210	11522	12173	AAC(6')-Ib9_aminoglycoside_antibiotic	58	651	651	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4210	12661	13009	qacEdelta1_disinfecting_agents_and_antiseptics	68	348	348	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4210	13002	13842	sul1_sulfonamide_antibiotic	78	840	840	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4216	2017	2650	catB2_phenicol_antibiotic	6	633	633	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4217	5847	6627	APH(3')-VIa_aminoglycoside_antibiotic	36	780	780	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4265	32971	33814	OXA-58_carbapenem;_penam	16	843	843	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4277	19289	20768	Acinetobacter baumannii AmvA_macrolide_antibiotic;_disinfecting_agents_and_antiseptics	47	1479	1479	1.0	Acinetobacter baumannii (chromosome or plasmid)
barcode03_6Gb	contig_4277	279769	280099	abeS_macrolide_antibiotic;_aminocoumarin_antibiotic	46	330	330	1.0	Acinetobacter baumannii (chromosome or plasmid)
barcode03_6Gb	contig_4277	283407	284421	adeL_fluoroquinolone_antibiotic;_tetracycline_antibiotic	40	1014	1014	1.0	Acinetobacter baumannii (chromosome or plasmid)
barcode03_6Gb	contig_4277	284636	285857	adeG_fluoroquinolone_antibiotic;_tetracycline_antibiotic	35	1221	1221	1.0	Acinetobacter baumannii (chromosome or plasmid)
barcode03_6Gb	contig_4277	285863	289043	adeF_fluoroquinolone_antibiotic;_tetracycline_antibiotic	41	3180	3180	1.0	Acinetobacter baumannii (chromosome or plasmid)
barcode03_6Gb	contig_4277	289055	290504	adeH_fluoroquinolone_antibiotic;_tetracycline_antibiotic	40	1449	1449	1.0	Acinetobacter baumannii (chromosome or plasmid)
barcode03_6Gb	contig_4277	393660	394812	ADC-154_cephalosporin	43	1152	1152	1.0	Acinetobacter baumannii (chromosome or plasmid)
barcode03_6Gb	contig_4324	134902	135997	adeS_glycylcycline;_tetracycline_antibiotic	5	1095	1095	1.0	Acinetobacter baumannii (chromosome)
barcode03_6Gb	contig_4392	7642	8830	tet(39)_tetracycline_antibiotic	25	1188	1188	1.0	Unknown taxonomy (plasmid)
barcode03_6Gb	contig_4398	815	2003	tet(39)_tetracycline_antibiotic	18	1188	1188	1.0	Unknown taxonomy (plasmid)
barcode03_6Gb	contig_4436	1	763	aadA2_aminoglycoside_antibiotic	4	762	762	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4436	1182	1572	arr-3_rifamycin_antibiotic	20	367	390	0.9410256	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4436	3399	3993	AAC(6')-Ib-cr6_fluoroquinolone_antibiotic;_aminoglycoside_antibiotic	43	594	594	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4439	13613	14559	TLA-1_monobactam;_cephalosporin	7	946	946	1.0	
barcode03_6Gb	contig_4460	2439	3279	sul1_sulfonamide_antibiotic	92	840	840	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4460	3272	3620	qacEdelta1_disinfecting_agents_and_antiseptics	85	348	348	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4460	3788	4409	AAC(6')-Ib9_aminoglycoside_antibiotic	65	621	621	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4460	4481	4934	arr-3_rifamycin_antibiotic	57	453	453	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4461	1411	2191	APH(3')-VIa_aminoglycoside_antibiotic	18	780	780	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4470	51	936	mphE_macrolide_antibiotic	14	885	885	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4472	48	933	mphE_macrolide_antibiotic	7	885	885	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4558	7152	8016	aadS_aminoglycoside_antibiotic	28	864	864	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4594	12056	13526	adeC_glycylcycline;_tetracycline_antibiotic	7	1470	1470	1.0	Acinetobacter baumannii (chromosome or plasmid)
barcode03_6Gb	contig_4614	1653	2559	aadA3_aminoglycoside_antibiotic	9	906	906	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4614	2690	3512	linG_lincosamide_antibiotic	5	822	822	1.0	Escherichia coli (chromosome or plasmid)
barcode03_6Gb	contig_4614	6441	7233	sul3_sulfonamide_antibiotic	7	792	792	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4614	8412	8745	qacL_disinfecting_agents_and_antiseptics	12	333	333	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4614	8914	9706	aadA_aminoglycoside_antibiotic	18	792	792	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4615	3545	5021	msrE_macrolide_antibiotic;_streptogramin_antibiotic	41	1476	1476	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4615	5076	5961	mphE_macrolide_antibiotic	42	885	885	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4650	3352	4519	vanT gene in vanG cluster_glycopeptide_antibiotic	6	1167	1167	1.0	
barcode03_6Gb	contig_4755	10714	12634	tet(W)_tetracycline_antibiotic	30	1920	1920	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4775	30645	31800	Acinetobacter baumannii AbaQ_fluoroquinolone_antibiotic	11	1155	1155	1.0	
barcode03_6Gb	contig_4815	5894	6821	PER-3_monobactam;_carbapenem;_cephalosporin;_penam;_penem	10	927	927	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4816	299	1115	aadA_aminoglycoside_antibiotic	26	816	816	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4816	1107	1908	OXA-10_cephalosporin;_penam	19	801	801	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4816	2172	3432	cmlA5_phenicol_antibiotic	22	1260	1260	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4816	3752	4205	arr-2_rifamycin_antibiotic	16	453	453	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4816	4289	4805	ANT(2'')-Ia_aminoglycoside_antibiotic	20	516	516	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4817	2770	3916	vanT gene in vanG cluster_glycopeptide_antibiotic	5	1146	1146	1.0	
barcode03_6Gb	contig_4827	136910	138041	vanT gene in vanG cluster_glycopeptide_antibiotic	14	1131	1131	1.0	
barcode03_6Gb	contig_4843	3713	4997	tet(E)_tetracycline_antibiotic	19	1284	1284	1.0	Aeromonas veronii (chromosome)
barcode03_6Gb	contig_4849	20346	23424	mdtC_aminocoumarin_antibiotic	12	3078	3078	1.0	Citrobacter amalonaticus (chromosome)
barcode03_6Gb	contig_4849	26290	27013	baeR_aminoglycoside_antibiotic;_aminocoumarin_antibiotic	8	723	723	1.0	
barcode03_6Gb	contig_4897	1340	2555	floR_phenicol_antibiotic	24	1215	1215	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4897	3154	4354	tet(A)_tetracycline_antibiotic	34	1200	1200	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4897	5431	6268	APH(6)-Id_aminoglycoside_antibiotic	35	837	837	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4897	7131	7947	sul2_sulfonamide_antibiotic	42	816	816	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4919	21091	21724	CRP_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam	24	633	633	1.0	Enterobacter (chromosome or plasmid)
barcode03_6Gb	contig_4919	44864	46049	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin_elfamycin_antibiotic	40	1185	1185	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_4964	4507	5695	tet(39)_tetracycline_antibiotic	26	1188	1188	1.0	Unknown taxonomy (plasmid)
barcode03_6Gb	contig_5006	460605	461352	vanY gene in vanG cluster_glycopeptide_antibiotic	12	747	747	1.0	
barcode03_6Gb	contig_5006	620923	621253	qacG_disinfecting_agents_and_antiseptics	11	330	330	1.0	
barcode03_6Gb	contig_5036	1346	3986	Escherichia coli gyrA conferring resistance to fluoroquinolones_fluoroquinolone_antibiotic	6	2640	2640	1.0	Citrobacter freundii (chromosome or plasmid)
barcode03_6Gb	contig_5098	1272791	1273538	vanY gene in vanG cluster_glycopeptide_antibiotic	12	747	747	1.0	
barcode03_6Gb	contig_5156	26743	26998	rsmA_fluoroquinolone_antibiotic;_diaminopyrimidine_antibiotic;_phenicol_antibiotic	362	255	255	1.0	
barcode03_6Gb	contig_5181	303833	307004	adeF_fluoroquinolone_antibiotic;_tetracycline_antibiotic	14	3171	3171	1.0	
barcode03_6Gb	contig_5262	6383	6728	qacG_disinfecting_agents_and_antiseptics	78	345	345	1.0	Acinetobacter (chromosome)
barcode03_6Gb	contig_5415	6015	6675	catA1_phenicol_antibiotic	7	660	660	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_5415	10035	11226	tet(C)_tetracycline_antibiotic	34	1191	1191	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_5417	7333	7993	catA1_phenicol_antibiotic	5	660	660	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_5456	97674	99318	YojI_peptide_antibiotic	28	1644	1644	1.0	Escherichia coli (chromosome or plasmid)
barcode03_6Gb	contig_5456	141657	143016	Escherichia coli GlpT with mutation conferring resistance to fosfomycin_phosphonic_acid_antibiotic	31	1359	1359	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_5456	157716	158685	PmrF_peptide_antibiotic	27	969	969	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_5456	161554	163207	ArnT_peptide_antibiotic	35	1653	1653	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_5475	11933	13682	msbA_nitroimidazole_antibiotic	15	1749	1749	1.0	Enterobacter kobei (chromosome)
barcode03_6Gb	contig_5484	7854	9603	msbA_nitroimidazole_antibiotic	8	1749	1749	1.0	Citrobacter freundii (chromosome)
barcode03_6Gb	contig_549	75994	78988	adeF_fluoroquinolone_antibiotic;_tetracycline_antibiotic	31	2994	2994	1.0	
barcode03_6Gb	contig_5503	150494	151679	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin_elfamycin_antibiotic	130	1185	1185	1.0	Aeromonas caviae (chromosome or plasmid)
barcode03_6Gb	contig_5503	169699	170884	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin_elfamycin_antibiotic	106	1185	1185	1.0	Aeromonas caviae (chromosome or plasmid)
barcode03_6Gb	contig_555	21107	22292	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin_elfamycin_antibiotic	40	1185	1185	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_555	37083	37716	CRP_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam	49	633	633	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_555	205590	206748	mdtE_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam	35	1158	1158	1.0	Unknown taxonomy (chromosome)
barcode03_6Gb	contig_555	211346	212171	gadX_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam	47	825	825	1.0	Escherichia coli (chromosome)
barcode03_6Gb	contig_5678	3377	5792	Morganella morganii gyrB conferring resistance to fluoroquinolones_fluoroquinolone_antibiotic	11	2415	2415	1.0	Klebsiella michiganensis (chromosome)
barcode03_6Gb	contig_5784	4471	5299	OXA-253_carbapenem;_penam	91	828	828	1.0	Acinetobacter baumannii (chromosome)
barcode03_6Gb	contig_5796	98	443	qacG_disinfecting_agents_and_antiseptics	19	345	345	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_5799	2768	3596	OXA-253_carbapenem;_penam	67	828	828	1.0	Acinetobacter baumannii (chromosome)
barcode03_6Gb	contig_5849	763901	764888	vanH gene in vanO cluster_glycopeptide_antibiotic	30	987	987	1.0	
barcode03_6Gb	contig_5849	1346299	1347457	vanT gene in vanG cluster_glycopeptide_antibiotic	39	1158	1158	1.0	
barcode03_6Gb	contig_5882	677	1457	APH(3')-VIa_aminoglycoside_antibiotic	17	780	780	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_5913	21854	22592	ErmB_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	26	738	738	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_5922	73304	73685	marA_fluoroquinolone_antibiotic;_monobactam;_carbapenem;_cephalosporin;_glycylcycline;_cephamycin;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_penem;_disinfecting_agents_and_antiseptics	18	381	381	1.0	Enterobacter (chromosome)
barcode03_6Gb	contig_6014	108506	108830	Escherichia coli soxS with mutation conferring antibiotic resistance_fluoroquinolone_antibiotic;_monobactam;_carbapenem;_cephalosporin;_glycylcycline;_cephamycin;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_penem;_disinfecting_agents_and_antiseptics	34	324	324	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_6014	108915	109380	Escherichia coli soxR with mutation conferring antibiotic resistance_fluoroquinolone_antibiotic;_cephalosporin;_glycylcycline;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_disinfecting_agents_and_antiseptics	39	465	465	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_6014	130446	131913	mdtP_nucleoside_antibiotic;_disinfecting_agents_and_antiseptics	37	1467	1467	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_6014	133961	134993	mdtN_nucleoside_antibiotic;_disinfecting_agents_and_antiseptics	48	1032	1032	1.0	Escherichia coli (chromosome or plasmid)
barcode03_6Gb	contig_6014	162063	163707	eptA_peptide_antibiotic	51	1644	1644	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_6014	226439	227573	EC-14_cephalosporin	31	1134	1134	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_6064	12091	12952	TEM-1_monobactam;_cephalosporin;_penam;_penem	26	861	861	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_6064	13093	13954	AAC(3)-IIe_aminoglycoside_antibiotic	19	861	861	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_6122	51102	51825	baeR_aminoglycoside_antibiotic;_aminocoumarin_antibiotic	32	723	723	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_6122	54638	57716	mdtC_aminocoumarin_antibiotic	28	3078	3078	1.0	Escherichia coli (chromosome or plasmid)
barcode03_6Gb	contig_6122	57716	60839	mdtB_aminocoumarin_antibiotic	24	3123	3123	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_6122	60838	62086	mdtA_aminocoumarin_antibiotic	25	1248	1248	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_6135	38787	40761	tet(Q)_tetracycline_antibiotic	50	1974	1974	1.0	Unknown taxonomy (chromosome)
barcode03_6Gb	contig_6150	10352	11465	vanT gene in vanG cluster_glycopeptide_antibiotic	24	1113	1113	1.0	
barcode03_6Gb	contig_6175	300606	301410	lnuB_lincosamide_antibiotic	18	804	804	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_6175	301463	302948	lsaE_lincosamide_antibiotic;_streptogramin_antibiotic;_pleuromutilin_antibiotic	21	1485	1485	1.0	Streptococcus (chromosome or plasmid)
barcode03_6Gb	contig_6178	90637	92260	vanW gene in vanI cluster_glycopeptide_antibiotic	13	1623	1623	1.0	
barcode03_6Gb	contig_6219	5935	7570	tet(32)_tetracycline_antibiotic	8	1635	1635	1.0	Erysipelatoclostridium ramosum (chromosome or plasmid)
barcode03_6Gb	contig_6220	2410	3670	cmlA5_phenicol_antibiotic	14	1260	1260	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_6220	3990	4464	dfrA6_diaminopyrimidine_antibiotic	14	474	474	1.0	Vibrio (chromosome or plasmid)
barcode03_6Gb	contig_6290	23303	24098	OXA-504_penam	115	795	795	1.0	Aeromonas caviae (chromosome or plasmid)
barcode03_6Gb	contig_6291	7503	8298	OXA-504_penam	107	795	795	1.0	Aeromonas caviae (chromosome)
barcode03_6Gb	contig_6293	8478	9273	OXA-504_penam	110	795	795	1.0	Aeromonas caviae (chromosome)
barcode03_6Gb	contig_6318	21226	21865	CRP_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam	11	639	639	1.0	
barcode03_6Gb	contig_6404	429	1311	KPC-2_monobactam;_carbapenem;_cephalosporin;_penam	255	882	882	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_6404	3726	4506	APH(3')-VIa_aminoglycoside_antibiotic	50	780	780	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_6463	80986	81808	bacA_peptide_antibiotic	16	822	822	1.0	
barcode03_6Gb	contig_647	3682	4987	Acinetobacter baumannii AbaQ_fluoroquinolone_antibiotic	23	1305	1305	1.0	
barcode03_6Gb	contig_6527	10932	12852	tet(O)_tetracycline_antibiotic	38	1920	1920	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_6735	3132	3480	qacEdelta1_disinfecting_agents_and_antiseptics	41	348	348	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_6735	3473	4313	sul1_sulfonamide_antibiotic	48	840	840	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_6736	3059	4250	tet(C)_tetracycline_antibiotic	15	1191	1191	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_6736	5756	6947	tet(C)_tetracycline_antibiotic	26	1191	1191	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_6784	2268	3120	sul1_sulfonamide_antibiotic	18	852	852	1.0	Unknown taxonomy (chromosome or plasmid)
barcode03_6Gb	contig_6788	14755	16312	vanW gene in vanI cluster_glycopeptide_antibiotic	12	1557	1557	1.0	
barcode03_6Gb	contig_6913	11461	12622	vanT gene in vanG cluster_glycopeptide_antibiotic	9	1161	1161	1.0	
barcode03_6Gb	contig_7173	43118	43751	CRP_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam	8	633	633	1.0	Unknown taxonomy (chromosome)
barcode03_6Gb	contig_7174	1583	2768	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin_elfamycin_antibiotic	26	1185	1185	1.0	Enterobacter (chromosome or plasmid)
barcode03_6Gb	contig_7174	26055	26688	CRP_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam	20	633	633	1.0	Enterobacter roggenkampii (chromosome or plasmid)
